periode_data,tanggal,lokasi_spku,pm10,so2,co,o3,no2,max,critical,categori,tahun,pm25
2017,2017-02-26,DKI1,44.0,8.0,25.0,60.0,4.0,60,O3,SEDANG,2017,
2017,2017-02-27,DKI1,30.0,6.0,23.0,44.0,4.0,44,O3,BAIK,2017,
2017,2017-02-28,DKI1,58.0,6.0,26.0,54.0,4.0,58,PM10,SEDANG,2017,
2017,2017-03-01,DKI1,51.0,8.0,26.0,46.0,5.0,51,PM10,SEDANG,2017,
2017,2017-03-02,DKI1,56.0,8.0,28.0,56.0,4.0,56,PM10,SEDANG,2017,
2017,2017-03-03,DKI1,49.0,5.0,33.0,53.0,4.0,53,O3,SEDANG,2017,
2017,2017-03-04,DKI1,37.0,9.0,25.0,75.0,5.0,75,O3,SEDANG,2017,
2017,2017-03-05,DKI1,51.0,7.0,24.0,53.0,4.0,53,O3,SEDANG,2017,
2017,2017-03-06,DKI1,42.0,8.0,19.0,44.0,3.0,44,O3,BAIK,2017,
2017,2017-03-07,DKI1,41.0,10.0,22.0,42.0,4.0,42,O3,BAIK,2017,
2017,2017-03-08,DKI1,25.0,7.0,22.0,84.0,4.0,84,O3,SEDANG,2017,
2017,2017-03-09,DKI1,53.0,12.0,22.0,101.0,6.0,101,O3,TIDAK SEHAT,2017,
2017,2017-03-10,DKI1,62.0,8.0,28.0,43.0,5.0,62,PM10,SEDANG,2017,
2017,2017-03-11,DKI1,56.0,9.0,27.0,63.0,4.0,63,O3,SEDANG,2017,
2017,2017-03-12,DKI1,57.0,6.0,29.0,53.0,4.0,57,PM10,SEDANG,2017,
2017,2017-03-13,DKI1,53.0,9.0,24.0,60.0,5.0,60,O3,SEDANG,2017,
2017,2017-03-14,DKI1,62.0,14.0,24.0,48.0,4.0,62,PM10,SEDANG,2017,
2017,2017-03-15,DKI1,36.0,8.0,20.0,31.0,3.0,36,PM10,BAIK,2017,
2017,2017-03-16,DKI1,35.0,9.0,20.0,125.0,5.0,125,O3,TIDAK SEHAT,2017,
2017,2017-03-17,DKI1,63.0,10.0,25.0,80.0,5.0,80,O3,SEDANG,2017,
2017,2017-03-18,DKI1,55.0,7.0,33.0,52.0,6.0,55,PM10,SEDANG,2017,
2017,2017-03-19,DKI1,51.0,13.0,27.0,50.0,2.0,51,PM10,SEDANG,2017,
2017,2017-03-20,DKI1,35.0,7.0,17.0,26.0,2.0,35,PM10,BAIK,2017,
2017,2017-03-21,DKI1,51.0,13.0,23.0,32.0,3.0,51,PM10,SEDANG,2017,
2017,2017-03-22,DKI1,34.0,8.0,24.0,47.0,6.0,47,O3,BAIK,2017,
2017,2017-03-23,DKI1,46.0,6.0,33.0,34.0,7.0,46,PM10,BAIK,2017,
2017,2017-03-24,DKI1,77.0,11.0,50.0,97.0,7.0,97,O3,SEDANG,2017,
2017,2017-03-25,DKI1,52.0,10.0,20.0,41.0,4.0,52,PM10,SEDANG,2017,
2017,2017-03-26,DKI1,57.0,9.0,30.0,54.0,3.0,57,PM10,SEDANG,2017,
2017,2017-03-27,DKI1,42.0,8.0,23.0,80.0,5.0,80,O3,SEDANG,2017,
2017,2017-03-28,DKI1,64.0,12.0,35.0,71.0,3.0,71,O3,SEDANG,2017,
2017,2017-03-29,DKI1,51.0,8.0,27.0,62.0,4.0,62,O3,SEDANG,2017,
2017,2017-03-30,DKI1,32.0,9.0,20.0,26.0,3.0,32,PM10,BAIK,2017,
2017,2017-04-01,DKI1,41.0,6.0,19.0,,3.0,41,PM10,BAIK,2017,
2017,2017-04-02,DKI1,47.0,,23.0,,4.0,47,PM10,BAIK,2017,
2017,2017-04-03,DKI1,30.0,13.0,24.0,,3.0,30,PM10,BAIK,2017,
2017,2017-04-04,DKI1,37.0,12.0,24.0,8.0,3.0,37,PM10,BAIK,2017,
2017,2017-04-05,DKI1,31.0,12.0,24.0,6.0,4.0,31,PM10,BAIK,2017,
2017,2017-04-06,DKI1,33.0,10.0,16.0,6.0,2.0,33,PM10,BAIK,2017,
2017,2017-04-07,DKI1,40.0,12.0,17.0,57.0,3.0,57,O3,SEDANG,2017,
2017,2017-04-08,DKI1,17.0,8.0,16.0,38.0,1.0,38,O3,BAIK,2017,
2017,2017-04-09,DKI1,23.0,7.0,14.0,31.0,1.0,31,O3,BAIK,2017,
2017,2017-04-10,DKI1,46.0,8.0,20.0,55.0,6.0,55,O3,SEDANG,2017,
2017,2017-04-11,DKI1,43.0,7.0,23.0,73.0,4.0,73,O3,SEDANG,2017,
2017,2017-04-12,DKI1,39.0,9.0,26.0,47.0,5.0,47,O3,BAIK,2017,
2017,2017-04-13,DKI1,56.0,8.0,26.0,34.0,5.0,56,PM10,SEDANG,2017,
2017,2017-04-14,DKI1,55.0,8.0,24.0,45.0,5.0,55,PM10,SEDANG,2017,
2017,2017-04-15,DKI1,61.0,9.0,20.0,45.0,3.0,61,PM10,SEDANG,2017,
2017,2017-04-16,DKI1,73.0,9.0,26.0,69.0,5.0,73,PM10,SEDANG,2017,
2017,2017-04-17,DKI1,65.0,10.0,24.0,76.0,6.0,76,O3,SEDANG,2017,
2017,2017-04-18,DKI1,79.0,7.0,26.0,86.0,7.0,86,O3,SEDANG,2017,
2017,2017-04-21,DKI1,57.0,10.0,24.0,65.0,7.0,65,O3,SEDANG,2017,
2017,2017-04-22,DKI1,71.0,8.0,31.0,56.0,6.0,71,PM10,SEDANG,2017,
2017,2017-04-23,DKI1,53.0,11.0,22.0,67.0,5.0,67,O3,SEDANG,2017,
2017,2017-04-24,DKI1,50.0,12.0,17.0,43.0,5.0,50,PM10,BAIK,2017,
2017,2017-04-25,DKI1,68.0,10.0,30.0,35.0,4.0,68,PM10,SEDANG,2017,
2017,2017-04-26,DKI1,47.0,10.0,18.0,44.0,6.0,47,PM10,BAIK,2017,
2017,2017-04-27,DKI1,61.0,11.0,33.0,82.0,6.0,82,O3,SEDANG,2017,
2017,2017-04-28,DKI1,53.0,10.0,28.0,51.0,5.0,53,PM10,SEDANG,2017,
2017,2017-04-29,DKI1,39.0,10.0,17.0,32.0,2.0,39,PM10,BAIK,2017,
2017,2017-04-30,DKI1,43.0,11.0,18.0,89.0,3.0,89,O3,SEDANG,2017,
2017,2017-05-01,DKI1,57.0,12.0,20.0,88.0,4.0,88,O3,SEDANG,2017,
2017,2017-05-02,DKI1,50.0,8.0,27.0,67.0,4.0,67,O3,SEDANG,2017,
2017,2017-05-03,DKI1,62.0,10.0,34.0,86.0,4.0,86,O3,SEDANG,2017,
2017,2017-05-04,DKI1,49.0,9.0,22.0,68.0,4.0,68,O3,SEDANG,2017,
2017,2017-05-05,DKI1,51.0,11.0,23.0,53.0,4.0,53,O3,SEDANG,2017,
2017,2017-05-06,DKI1,49.0,10.0,22.0,31.0,5.0,49,PM10,BAIK,2017,
2017,2017-05-07,DKI1,53.0,8.0,26.0,48.0,6.0,53,PM10,SEDANG,2017,
2017,2017-05-08,DKI1,55.0,10.0,27.0,52.0,3.0,55,PM10,SEDANG,2017,
2017,2017-05-09,DKI1,54.0,11.0,30.0,42.0,5.0,54,PM10,SEDANG,2017,
2017,2017-05-10,DKI1,64.0,11.0,28.0,35.0,4.0,64,PM10,SEDANG,2017,
2017,2017-05-11,DKI1,76.0,14.0,28.0,87.0,5.0,87,O3,SEDANG,2017,
2017,2017-05-12,DKI1,71.0,15.0,25.0,78.0,5.0,78,O3,SEDANG,2017,
2017,2017-05-13,DKI1,59.0,12.0,20.0,80.0,5.0,80,O3,SEDANG,2017,
2017,2017-05-14,DKI1,50.0,12.0,20.0,76.0,3.0,76,O3,SEDANG,2017,
2017,2017-05-15,DKI1,20.0,15.0,19.0,91.0,5.0,91,O3,SEDANG,2017,
2017,2017-05-16,DKI1,53.0,11.0,21.0,78.0,6.0,78,O3,SEDANG,2017,
2017,2017-05-17,DKI1,60.0,11.0,24.0,56.0,7.0,60,PM10,SEDANG,2017,
2017,2017-05-18,DKI1,56.0,11.0,20.0,81.0,9.0,81,O3,SEDANG,2017,
2017,2017-05-19,DKI1,46.0,11.0,23.0,85.0,7.0,85,O3,SEDANG,2017,
2017,2017-05-20,DKI1,59.0,15.0,18.0,64.0,6.0,64,O3,SEDANG,2017,
2017,2017-05-21,DKI1,51.0,14.0,19.0,53.0,3.0,53,O3,SEDANG,2017,
2017,2017-05-22,DKI1,35.0,14.0,19.0,53.0,5.0,53,O3,SEDANG,2017,
2017,2017-05-23,DKI1,44.0,13.0,21.0,85.0,11.0,85,O3,SEDANG,2017,
2017,2017-05-24,DKI1,61.0,17.0,20.0,82.0,8.0,82,O3,SEDANG,2017,
2017,2017-05-25,DKI1,69.0,14.0,19.0,87.0,4.0,87,O3,SEDANG,2017,
2017,2017-05-26,DKI1,54.0,13.0,20.0,134.0,9.0,134,O3,TIDAK SEHAT,2017,
2017,2017-05-27,DKI1,69.0,14.0,24.0,79.0,8.0,79,O3,SEDANG,2017,
2017,2017-05-28,DKI1,58.0,15.0,16.0,65.0,4.0,65,O3,SEDANG,2017,
2017,2017-05-29,DKI1,36.0,12.0,20.0,31.0,3.0,36,PM10,BAIK,2017,
2017,2017-05-30,DKI1,61.0,18.0,23.0,29.0,3.0,61,PM10,SEDANG,2017,
2017,2017-05-31,DKI1,56.0,15.0,17.0,26.0,3.0,56,PM10,SEDANG,2017,
2017,2017-06-01,DKI1,41.0,11.0,20.0,23.0,3.0,41,PM10,BAIK,2017,
2017,2017-06-02,DKI1,53.0,14.0,25.0,75.0,4.0,75,O3,SEDANG,2017,
2017,2017-06-03,DKI1,71.0,15.0,21.0,75.0,4.0,75,O3,SEDANG,2017,
2017,2017-06-04,DKI1,42.0,13.0,23.0,72.0,5.0,72,O3,SEDANG,2017,
2017,2017-06-05,DKI1,36.0,12.0,28.0,55.0,5.0,55,O3,SEDANG,2017,
2017,2017-06-06,DKI1,31.0,12.0,19.0,63.0,6.0,63,O3,SEDANG,2017,
2017,2017-06-07,DKI1,41.0,16.0,18.0,32.0,4.0,41,PM10,BAIK,2017,
2017,2017-06-08,DKI1,38.0,21.0,18.0,31.0,3.0,38,PM10,BAIK,2017,
2017,2017-06-09,DKI1,51.0,20.0,17.0,47.0,3.0,51,PM10,SEDANG,2017,
2017,2017-06-10,DKI1,50.0,13.0,20.0,77.0,4.0,77,O3,SEDANG,2017,
2017,2017-06-11,DKI1,57.0,13.0,19.0,56.0,5.0,57,PM10,SEDANG,2017,
2017,2017-06-12,DKI1,52.0,13.0,17.0,48.0,4.0,52,PM10,SEDANG,2017,
2017,2017-06-13,DKI1,54.0,14.0,23.0,70.0,6.0,70,O3,SEDANG,2017,
2017,2017-06-14,DKI1,54.0,12.0,20.0,49.0,7.0,54,PM10,SEDANG,2017,
2017,2017-06-15,DKI1,51.0,13.0,20.0,44.0,5.0,51,PM10,SEDANG,2017,
2017,2017-06-16,DKI1,50.0,16.0,18.0,32.0,2.0,50,PM10,BAIK,2017,
2017,2017-06-17,DKI1,42.0,15.0,18.0,55.0,3.0,55,O3,SEDANG,2017,
2017,2017-06-18,DKI1,51.0,12.0,24.0,67.0,3.0,67,O3,SEDANG,2017,
2017,2017-06-19,DKI1,34.0,14.0,21.0,84.0,4.0,84,O3,SEDANG,2017,
2017,2017-06-20,DKI1,52.0,17.0,18.0,63.0,7.0,63,O3,SEDANG,2017,
2017,2017-06-21,DKI1,63.0,19.0,21.0,65.0,4.0,65,O3,SEDANG,2017,
2017,2017-06-22,DKI1,58.0,17.0,29.0,36.0,4.0,58,PM10,SEDANG,2017,
2017,2017-06-23,DKI1,60.0,18.0,27.0,40.0,4.0,60,PM10,SEDANG,2017,
2017,2017-06-24,DKI1,40.0,14.0,19.0,30.0,2.0,40,PM10,BAIK,2017,
2017,2017-06-25,DKI1,55.0,15.0,27.0,31.0,2.0,55,PM10,SEDANG,2017,
2017,2017-06-26,DKI1,12.0,12.0,14.0,29.0,1.0,29,O3,BAIK,2017,
2017,2017-06-27,DKI1,20.0,11.0,15.0,33.0,2.0,33,O3,BAIK,2017,
2017,2017-06-28,DKI1,28.0,13.0,25.0,33.0,3.0,33,O3,BAIK,2017,
2017,2017-06-29,DKI1,33.0,12.0,19.0,46.0,3.0,46,O3,BAIK,2017,
2017,2017-06-30,DKI1,29.0,11.0,16.0,57.0,3.0,57,O3,SEDANG,2017,
2017,2017-07-01,DKI1,27.0,13.0,22.0,42.0,3.0,42,O3,BAIK,2017,
2017,2017-07-02,DKI1,49.0,14.0,18.0,39.0,3.0,49,PM10,BAIK,2017,
2017,2017-07-03,DKI1,45.0,13.0,14.0,48.0,2.0,48,O3,BAIK,2017,
2017,2017-07-04,DKI1,35.0,14.0,16.0,53.0,2.0,53,O3,SEDANG,2017,
2017,2017-07-05,DKI1,60.0,13.0,18.0,80.0,6.0,80,O3,SEDANG,2017,
2017,2017-07-06,DKI1,49.0,14.0,19.0,90.0,7.0,90,O3,SEDANG,2017,
2017,2017-07-07,DKI1,66.0,16.0,21.0,141.0,7.0,141,O3,TIDAK SEHAT,2017,
2017,2017-07-08,DKI1,79.0,17.0,28.0,94.0,6.0,94,O3,SEDANG,2017,
2017,2017-07-09,DKI1,38.0,15.0,16.0,58.0,3.0,58,O3,SEDANG,2017,
2017,2017-07-10,DKI1,24.0,13.0,19.0,54.0,5.0,54,O3,SEDANG,2017,
2017,2017-07-11,DKI1,30.0,15.0,19.0,73.0,5.0,73,O3,SEDANG,2017,
2017,2017-07-12,DKI1,27.0,14.0,19.0,74.0,5.0,74,O3,SEDANG,2017,
2017,2017-07-13,DKI1,37.0,16.0,23.0,103.0,5.0,103,O3,TIDAK SEHAT,2017,
2017,2017-07-14,DKI1,45.0,18.0,22.0,71.0,5.0,71,O3,SEDANG,2017,
2017,2017-07-15,DKI1,40.0,17.0,22.0,45.0,5.0,45,O3,BAIK,2017,
2017,2017-07-16,DKI1,51.0,16.0,21.0,69.0,4.0,69,O3,SEDANG,2017,
2017,2017-07-17,DKI1,38.0,16.0,19.0,96.0,6.0,96,O3,SEDANG,2017,
2017,2017-07-18,DKI1,59.0,18.0,26.0,97.0,7.0,97,O3,SEDANG,2017,
2017,2017-07-19,DKI1,86.0,20.0,22.0,122.0,9.0,122,O3,TIDAK SEHAT,2017,
2017,2017-07-20,DKI1,53.0,15.0,24.0,50.0,7.0,53,PM10,SEDANG,2017,
2017,2017-07-21,DKI1,43.0,13.0,23.0,95.0,5.0,95,O3,SEDANG,2017,
2017,2017-07-22,DKI1,49.0,17.0,23.0,77.0,9.0,77,O3,SEDANG,2017,
2017,2017-07-23,DKI1,45.0,14.0,20.0,64.0,4.0,64,O3,SEDANG,2017,
2017,2017-07-24,DKI1,46.0,13.0,25.0,82.0,5.0,82,O3,SEDANG,2017,
2017,2017-07-25,DKI1,48.0,16.0,20.0,56.0,6.0,56,O3,SEDANG,2017,
2017,2017-07-26,DKI1,50.0,19.0,19.0,76.0,5.0,76,O3,SEDANG,2017,
2017,2017-07-27,DKI1,50.0,17.0,20.0,85.0,10.0,85,O3,SEDANG,2017,
2017,2017-07-28,DKI1,57.0,16.0,20.0,70.0,9.0,70,O3,SEDANG,2017,
2017,2017-07-29,DKI1,38.0,16.0,18.0,55.0,5.0,55,O3,SEDANG,2017,
2017,2017-07-30,DKI1,55.0,15.0,24.0,87.0,5.0,87,O3,SEDANG,2017,
2017,2017-07-31,DKI1,48.0,14.0,19.0,74.0,4.0,74,O3,SEDANG,2017,
2017,2017-08-01,DKI1,53.0,17.0,18.0,74.0,6.0,74,O3,SEDANG,2017,
2017,2017-08-02,DKI1,46.0,18.0,19.0,60.0,5.0,60,O3,SEDANG,2017,
2017,2017-08-03,DKI1,42.0,17.0,18.0,80.0,7.0,80,O3,SEDANG,2017,
2017,2017-08-04,DKI1,52.0,18.0,18.0,97.0,7.0,97,O3,SEDANG,2017,
2017,2017-08-05,DKI1,62.0,18.0,19.0,90.0,7.0,90,O3,SEDANG,2017,
2017,2017-08-06,DKI1,61.0,18.0,19.0,90.0,5.0,90,O3,SEDANG,2017,
2017,2017-08-07,DKI1,68.0,19.0,18.0,59.0,6.0,68,PM10,SEDANG,2017,
2017,2017-08-08,DKI1,60.0,21.0,19.0,85.0,6.0,85,O3,SEDANG,2017,
2017,2017-08-09,DKI1,56.0,16.0,23.0,141.0,6.0,141,O3,TIDAK SEHAT,2017,
2017,2017-08-10,DKI1,34.0,15.0,21.0,72.0,6.0,72,O3,SEDANG,2017,
2017,2017-08-11,DKI1,44.0,15.0,21.0,92.0,5.0,92,O3,SEDANG,2017,
2017,2017-08-12,DKI1,56.0,19.0,18.0,65.0,8.0,65,O3,SEDANG,2017,
2017,2017-08-13,DKI1,56.0,16.0,18.0,56.0,3.0,56,PM10,SEDANG,2017,
2017,2017-08-14,DKI1,58.0,15.0,25.0,118.0,5.0,118,O3,TIDAK SEHAT,2017,
2017,2017-08-15,DKI1,70.0,16.0,23.0,102.0,6.0,102,O3,TIDAK SEHAT,2017,
2017,2017-08-16,DKI1,55.0,18.0,19.0,92.0,5.0,92,O3,SEDANG,2017,
2017,2017-08-17,DKI1,39.0,18.0,18.0,105.0,5.0,105,O3,TIDAK SEHAT,2017,
2017,2017-08-18,DKI1,5.0,21.0,17.0,63.0,4.0,63,O3,SEDANG,2017,
2017,2017-08-19,DKI1,18.0,17.0,16.0,49.0,3.0,49,O3,BAIK,2017,
2017,2017-08-20,DKI1,51.0,16.0,15.0,83.0,4.0,83,O3,SEDANG,2017,
2017,2017-08-21,DKI1,52.0,19.0,18.0,77.0,5.0,77,O3,SEDANG,2017,
2017,2017-08-22,DKI1,57.0,19.0,19.0,112.0,6.0,112,O3,TIDAK SEHAT,2017,
2017,2017-08-23,DKI1,71.0,19.0,21.0,59.0,5.0,71,PM10,SEDANG,2017,
2017,2017-08-24,DKI1,52.0,19.0,18.0,63.0,4.0,63,O3,SEDANG,2017,
2017,2017-08-25,DKI1,53.0,19.0,16.0,66.0,4.0,66,O3,SEDANG,2017,
2017,2017-08-26,DKI1,53.0,25.0,19.0,58.0,4.0,58,O3,SEDANG,2017,
2017,2017-08-27,DKI1,62.0,20.0,18.0,51.0,6.0,62,PM10,SEDANG,2017,
2017,2017-08-28,DKI1,56.0,18.0,16.0,49.0,5.0,56,PM10,SEDANG,2017,
2017,2017-08-29,DKI1,61.0,24.0,21.0,138.0,6.0,138,O3,TIDAK SEHAT,2017,
2017,2017-08-30,DKI1,56.0,18.0,20.0,48.0,5.0,56,PM10,SEDANG,2017,
2017,2017-08-31,DKI1,51.0,18.0,16.0,64.0,5.0,64,O3,SEDANG,2017,
2017,2017-09-01,DKI1,54.0,17.0,16.0,75.0,6.0,75,O3,SEDANG,2017,
2017,2017-09-02,DKI1,56.0,18.0,15.0,77.0,3.0,77,O3,SEDANG,2017,
2017,2017-09-03,DKI1,64.0,18.0,19.0,70.0,5.0,70,O3,SEDANG,2017,
2017,2017-09-04,DKI1,63.0,19.0,20.0,110.0,9.0,110,O3,TIDAK SEHAT,2017,
2017,2017-09-05,DKI1,52.0,17.0,19.0,79.0,6.0,79,O3,SEDANG,2017,
2017,2017-09-06,DKI1,57.0,17.0,19.0,57.0,4.0,57,PM10,SEDANG,2017,
2017,2017-09-07,DKI1,59.0,20.0,16.0,50.0,3.0,59,PM10,SEDANG,2017,
2017,2017-09-08,DKI1,54.0,20.0,16.0,72.0,3.0,72,O3,SEDANG,2017,
2017,2017-09-09,DKI1,55.0,21.0,16.0,64.0,4.0,64,O3,SEDANG,2017,
2017,2017-09-10,DKI1,52.0,18.0,17.0,86.0,4.0,86,O3,SEDANG,2017,
2017,2017-09-11,DKI1,56.0,17.0,20.0,95.0,4.0,95,O3,SEDANG,2017,
2017,2017-09-12,DKI1,59.0,16.0,20.0,61.0,5.0,61,O3,SEDANG,2017,
2017,2017-09-13,DKI1,59.0,19.0,21.0,113.0,6.0,113,O3,TIDAK SEHAT,2017,
2017,2017-09-14,DKI1,68.0,23.0,21.0,86.0,6.0,86,O3,SEDANG,2017,
2017,2017-09-15,DKI1,65.0,20.0,21.0,88.0,6.0,88,O3,SEDANG,2017,
2017,2017-09-16,DKI1,59.0,18.0,18.0,66.0,5.0,66,O3,SEDANG,2017,
2017,2017-09-17,DKI1,53.0,19.0,15.0,78.0,3.0,78,O3,SEDANG,2017,
2017,2017-09-19,DKI1,57.0,20.0,16.0,77.0,6.0,77,O3,SEDANG,2017,
2017,2017-09-20,DKI1,57.0,18.0,17.0,63.0,5.0,63,O3,SEDANG,2017,
2017,2017-09-21,DKI1,55.0,16.0,18.0,58.0,6.0,58,O3,SEDANG,2017,
2017,2017-09-22,DKI1,68.0,19.0,18.0,127.0,9.0,127,O3,TIDAK SEHAT,2017,
2017,2017-09-23,DKI1,63.0,20.0,21.0,137.0,7.0,137,O3,TIDAK SEHAT,2017,
2017,2017-09-24,DKI1,62.0,19.0,20.0,88.0,5.0,88,O3,SEDANG,2017,
2017,2017-09-25,DKI1,60.0,19.0,21.0,63.0,8.0,63,O3,SEDANG,2017,
2017,2017-09-26,DKI1,62.0,19.0,24.0,53.0,5.0,62,PM10,SEDANG,2017,
2017,2017-09-27,DKI1,44.0,17.0,20.0,22.0,3.0,44,PM10,BAIK,2017,
2017,2017-09-28,DKI1,60.0,16.0,31.0,81.0,7.0,81,O3,SEDANG,2017,
2017,2017-09-29,DKI1,59.0,17.0,22.0,55.0,9.0,59,PM10,SEDANG,2017,
2017,2017-09-30,DKI1,42.0,17.0,20.0,56.0,4.0,56,O3,SEDANG,2017,
2017,2017-10-01,DKI1,52.0,17.0,20.0,53.0,4.0,53,O3,SEDANG,2017,
2017,2017-10-02,DKI1,48.0,17.0,26.0,47.0,4.0,48,PM10,BAIK,2017,
2017,2017-10-03,DKI1,50.0,17.0,22.0,65.0,7.0,65,O3,SEDANG,2017,
2017,2017-10-04,DKI1,53.0,17.0,20.0,62.0,6.0,62,O3,SEDANG,2017,
2017,2017-01-01,DKI1,63.0,34.0,25.0,21.0,2.0,63,PM10,SEDANG,2017,
2017,2017-01-02,DKI1,16.0,32.0,16.0,19.0,1.0,32,SO2,BAIK,2017,
2017,2017-01-03,DKI1,18.0,32.0,17.0,20.0,2.0,32,SO2,BAIK,2017,
2017,2017-01-04,DKI1,24.0,32.0,22.0,20.0,2.0,32,SO2,BAIK,2017,
2017,2017-01-05,DKI1,29.0,32.0,25.0,14.0,2.0,32,SO2,BAIK,2017,
2017,2017-01-06,DKI1,21.0,31.0,24.0,18.0,2.0,31,SO2,BAIK,2017,
2017,2017-01-07,DKI1,30.0,32.0,22.0,17.0,3.0,32,SO2,BAIK,2017,
2017,2017-01-08,DKI1,29.0,33.0,17.0,19.0,2.0,33,SO2,BAIK,2017,
2017,2017-01-09,DKI1,29.0,32.0,23.0,13.0,2.0,32,SO2,BAIK,2017,
2017,2017-01-10,DKI1,38.0,32.0,34.0,21.0,4.0,38,PM10,BAIK,2017,
2017,2017-01-11,DKI1,25.0,32.0,25.0,20.0,2.0,32,SO2,BAIK,2017,
2017,2017-01-12,DKI1,29.0,32.0,23.0,17.0,2.0,32,SO2,BAIK,2017,
2017,2017-01-13,DKI1,29.0,32.0,19.0,12.0,1.0,32,SO2,BAIK,2017,
2017,2017-01-14,DKI1,22.0,31.0,17.0,13.0,1.0,31,SO2,BAIK,2017,
2017,2017-01-15,DKI1,27.0,32.0,16.0,17.0,1.0,32,SO2,BAIK,2017,
2017,2017-01-18,DKI1,24.0,28.0,19.0,14.0,1.0,28,SO2,BAIK,2017,
2017,2017-01-19,DKI1,24.0,0.0,16.0,14.0,1.0,24,PM10,BAIK,2017,
2017,2017-01-20,DKI1,18.0,0.0,15.0,10.0,1.0,18,PM10,BAIK,2017,
2017,2017-01-21,DKI1,35.0,0.0,18.0,15.0,1.0,35,PM10,BAIK,2017,
2017,2017-01-22,DKI1,54.0,0.0,20.0,16.0,2.0,54,PM10,SEDANG,2017,
2017,2017-01-23,DKI1,37.0,0.0,18.0,13.0,2.0,37,PM10,BAIK,2017,
2017,2017-01-24,DKI1,32.0,0.0,30.0,14.0,2.0,32,PM10,BAIK,2017,
2017,2017-01-25,DKI1,29.0,0.0,18.0,9.0,2.0,29,PM10,BAIK,2017,
2017,2017-01-26,DKI1,33.0,0.0,22.0,12.0,2.0,33,PM10,BAIK,2017,
2017,2017-01-27,DKI1,47.0,14.0,24.0,22.0,2.0,47,PM10,BAIK,2017,
2017,2017-01-28,DKI1,32.0,13.0,23.0,18.0,3.0,32,PM10,BAIK,2017,
2017,2017-01-29,DKI1,35.0,12.0,25.0,19.0,2.0,35,PM10,BAIK,2017,
2017,2017-01-30,DKI1,33.0,12.0,21.0,19.0,2.0,33,PM10,BAIK,2017,
2017,2017-01-31,DKI1,31.0,12.0,23.0,20.0,2.0,31,PM10,BAIK,2017,
2017,2017-02-01,DKI1,41.0,16.0,22.0,27.0,3.0,41,PM10,BAIK,2017,
2017,2017-02-02,DKI1,49.0,0.0,23.0,41.0,3.0,49,PM10,BAIK,2017,
2017,2017-02-03,DKI1,53.0,0.0,28.0,34.0,3.0,53,PM10,SEDANG,2017,
2017,2017-02-04,DKI1,30.0,0.0,17.0,35.0,2.0,35,O3,BAIK,2017,
2017,2017-02-05,DKI1,22.0,0.0,15.0,37.0,2.0,37,O3,BAIK,2017,
2017,2017-02-06,DKI1,25.0,0.0,16.0,26.0,1.0,26,O3,BAIK,2017,
2017,2017-02-07,DKI1,39.0,6.0,20.0,22.0,2.0,39,PM10,BAIK,2017,
2017,2017-02-08,DKI1,28.0,6.0,19.0,23.0,3.0,28,PM10,BAIK,2017,
2017,2017-02-09,DKI1,41.0,6.0,20.0,22.0,2.0,41,PM10,BAIK,2017,
2017,2017-02-10,DKI1,30.0,4.0,23.0,32.0,3.0,32,O3,BAIK,2017,
2017,2017-02-11,DKI1,32.0,6.0,23.0,42.0,4.0,42,O3,BAIK,2017,
2017,2017-02-12,DKI1,35.0,3.0,18.0,40.0,3.0,40,O3,BAIK,2017,
2017,2017-02-13,DKI1,43.0,4.0,21.0,42.0,3.0,43,PM10,BAIK,2017,
2017,2017-02-14,DKI1,34.0,5.0,32.0,41.0,4.0,41,O3,BAIK,2017,
2017,2017-02-15,DKI1,27.0,6.0,22.0,40.0,4.0,40,O3,BAIK,2017,
2017,2017-02-16,DKI1,36.0,7.0,19.0,38.0,3.0,38,O3,BAIK,2017,
2017,2017-02-17,DKI1,52.0,4.0,30.0,33.0,4.0,52,PM10,SEDANG,2017,
2017,2017-02-18,DKI1,68.0,7.0,25.0,30.0,4.0,68,PM10,SEDANG,2017,
2017,2017-02-19,DKI1,57.0,4.0,34.0,25.0,2.0,57,PM10,SEDANG,2017,
2017,2017-02-20,DKI1,40.0,3.0,31.0,24.0,3.0,40,PM10,BAIK,2017,
2017,2017-02-21,DKI1,51.0,3.0,34.0,46.0,4.0,51,PM10,SEDANG,2017,
2017,2017-02-22,DKI1,58.0,15.0,25.0,78.0,5.0,78,O3,SEDANG,2017,
2017,2017-02-23,DKI1,52.0,7.0,27.0,71.0,7.0,71,O3,SEDANG,2017,
2017,2017-02-24,DKI1,62.0,7.0,30.0,67.0,5.0,67,O3,SEDANG,2017,
2017,2017-02-25,DKI1,50.0,6.0,24.0,68.0,3.0,68,O3,SEDANG,2017,
2017,2017-10-05,DKI1,60.0,18.0,21.0,49.0,5.0,60,PM10,SEDANG,2017,
2017,2017-10-06,DKI1,48.0,20.0,16.0,36.0,4.0,48,PM10,BAIK,2017,
2017,2017-10-07,DKI1,52.0,17.0,20.0,82.0,4.0,82,O3,SEDANG,2017,
2017,2017-10-08,DKI1,39.0,18.0,19.0,41.0,4.0,41,O3,BAIK,2017,
2017,2017-10-09,DKI1,53.0,17.0,19.0,68.0,5.0,68,O3,SEDANG,2017,
2017,2017-10-10,DKI1,71.0,17.0,30.0,55.0,6.0,71,PM10,SEDANG,2017,
